name,ra,dec,bluemag,redmag,max_alt,min_airmass,hours_above_30,observable,window_start,window_end,best_time,moon_illumination,moon_alt_max,moon_up_hours,min_moon_sep,min_moon_sep_moon_up,sun_ra_sep,season_score,season_category,skyq_category,product_page_html,altitude_airmass_plot,sky_path_plot,simbad_url,sdss_navigate_url,sdss_finding_chart_url,product_page_link_html,altitude_airmass_plot_link_html,sky_path_plot_link_html,simbad_link_html,sdss_navigate_link_html,sdss_finding_chart_link_html
AT2024tvy,311.317725,-16.292075,,,40.11594193519798,1.5496876530537134,2.8341708542713064,True,2026-06-07T08:13:34.070,2026-06-07T11:00:00.000,2026-06-07T10:31:03.317,0.6229701234982596,42.927900941358125,4.402010050251178,19.24368164432288,24.03166432514606,124.29512324530651,0.4694774253114918,Prime,Secondary,data/products/latest/pages/AT2024tvy_0230.html,data/products/latest/altitude_airmass/AT2024tvy_0230_altitude_airmass.png,data/products/latest/sky_path/AT2024tvy_0230_sky_path.png,https://simbad.cds.unistra.fr/simbad/sim-coo?Coord=311.3177250+-16.2920750&CooFrame=ICRS&Radius=2&Radius.unit=arcmin,https://skyserver.sdss.org/dr18/VisualTools/navi?ra=311.3177250&dec=-16.2920750,https://skyserver.sdss.org/dr18/SkyServerWS/ImgCutout/getjpeg?ra=311.3177250&dec=-16.2920750&scale=0.4&width=512&height=512&opt=GL,"<a href=""data/products/latest/pages/AT2024tvy_0230.html"">Open observing page</a>","<a href=""data/products/latest/altitude_airmass/AT2024tvy_0230_altitude_airmass.png"">Altitude/airmass plot</a>","<a href=""data/products/latest/sky_path/AT2024tvy_0230_sky_path.png"">Sky-path plot</a>","<a href=""https://simbad.cds.unistra.fr/simbad/sim-coo?Coord=311.3177250+-16.2920750&amp;CooFrame=ICRS&amp;Radius=2&amp;Radius.unit=arcmin"">SIMBAD</a>","<a href=""https://skyserver.sdss.org/dr18/VisualTools/navi?ra=311.3177250&amp;dec=-16.2920750"">SDSS Navigate</a>","<a href=""https://skyserver.sdss.org/dr18/SkyServerWS/ImgCutout/getjpeg?ra=311.3177250&amp;dec=-16.2920750&amp;scale=0.4&amp;width=512&amp;height=512&amp;opt=GL"">SDSS finding chart</a>"
SN2024snj,311.6095041666666,-17.89944722222222,,,38.50805105751588,1.603498236870144,2.6532663316582443,True,2026-06-07T08:24:25.327,2026-06-07T11:00:00.000,2026-06-07T10:31:03.317,0.6229701234982596,42.927900941358125,4.402010050251178,19.275958767833817,24.078055550221197,124.00334456091286,0.4666985792239919,Prime,Secondary,data/products/latest/pages/SN2024snj_0231.html,data/products/latest/altitude_airmass/SN2024snj_0231_altitude_airmass.png,data/products/latest/sky_path/SN2024snj_0231_sky_path.png,https://simbad.cds.unistra.fr/simbad/sim-coo?Coord=311.6095042+-17.8994472&CooFrame=ICRS&Radius=2&Radius.unit=arcmin,https://skyserver.sdss.org/dr18/VisualTools/navi?ra=311.6095042&dec=-17.8994472,https://skyserver.sdss.org/dr18/SkyServerWS/ImgCutout/getjpeg?ra=311.6095042&dec=-17.8994472&scale=0.4&width=512&height=512&opt=GL,"<a href=""data/products/latest/pages/SN2024snj_0231.html"">Open observing page</a>","<a href=""data/products/latest/altitude_airmass/SN2024snj_0231_altitude_airmass.png"">Altitude/airmass plot</a>","<a href=""data/products/latest/sky_path/SN2024snj_0231_sky_path.png"">Sky-path plot</a>","<a href=""https://simbad.cds.unistra.fr/simbad/sim-coo?Coord=311.6095042+-17.8994472&amp;CooFrame=ICRS&amp;Radius=2&amp;Radius.unit=arcmin"">SIMBAD</a>","<a href=""https://skyserver.sdss.org/dr18/VisualTools/navi?ra=311.6095042&amp;dec=-17.8994472"">SDSS Navigate</a>","<a href=""https://skyserver.sdss.org/dr18/SkyServerWS/ImgCutout/getjpeg?ra=311.6095042&amp;dec=-17.8994472&amp;scale=0.4&amp;width=512&amp;height=512&amp;opt=GL"">SDSS finding chart</a>"
AT2025ngq,311.87215,-22.46568611111111,,,33.94347371511819,1.7870474970213246,1.9899497487436832,True,2026-06-07T09:04:13.266,2026-06-07T11:00:00.000,2026-06-07T10:34:40.402,0.6229701234982596,42.927900941358125,4.402010050251178,20.572865651228707,25.274669941067827,123.74070257787793,0.4641972283078736,Prime,Secondary,data/products/latest/pages/AT2025ngq_0232.html,data/products/latest/altitude_airmass/AT2025ngq_0232_altitude_airmass.png,data/products/latest/sky_path/AT2025ngq_0232_sky_path.png,https://simbad.cds.unistra.fr/simbad/sim-coo?Coord=311.8721500+-22.4656861&CooFrame=ICRS&Radius=2&Radius.unit=arcmin,https://skyserver.sdss.org/dr18/VisualTools/navi?ra=311.8721500&dec=-22.4656861,https://skyserver.sdss.org/dr18/SkyServerWS/ImgCutout/getjpeg?ra=311.8721500&dec=-22.4656861&scale=0.4&width=512&height=512&opt=GL,"<a href=""data/products/latest/pages/AT2025ngq_0232.html"">Open observing page</a>","<a href=""data/products/latest/altitude_airmass/AT2025ngq_0232_altitude_airmass.png"">Altitude/airmass plot</a>","<a href=""data/products/latest/sky_path/AT2025ngq_0232_sky_path.png"">Sky-path plot</a>","<a href=""https://simbad.cds.unistra.fr/simbad/sim-coo?Coord=311.8721500+-22.4656861&amp;CooFrame=ICRS&amp;Radius=2&amp;Radius.unit=arcmin"">SIMBAD</a>","<a href=""https://skyserver.sdss.org/dr18/VisualTools/navi?ra=311.8721500&amp;dec=-22.4656861"">SDSS Navigate</a>","<a href=""https://skyserver.sdss.org/dr18/SkyServerWS/ImgCutout/getjpeg?ra=311.8721500&amp;dec=-22.4656861&amp;scale=0.4&amp;width=512&amp;height=512&amp;opt=GL"">SDSS finding chart</a>"
SN2024rrg,311.9810708333333,-17.755341666666666,,,38.65395790516291,1.5984097789873413,2.6532663316582443,True,2026-06-07T08:24:25.327,2026-06-07T11:00:00.000,2026-06-07T10:34:40.402,0.6229701234982596,42.927900941358125,4.402010050251178,18.89857257402473,23.700662765616737,123.6317780912994,0.4631598513184653,Prime,Secondary,data/products/latest/pages/SN2024rrg_0233.html,data/products/latest/altitude_airmass/SN2024rrg_0233_altitude_airmass.png,data/products/latest/sky_path/SN2024rrg_0233_sky_path.png,https://simbad.cds.unistra.fr/simbad/sim-coo?Coord=311.9810708+-17.7553417&CooFrame=ICRS&Radius=2&Radius.unit=arcmin,https://skyserver.sdss.org/dr18/VisualTools/navi?ra=311.9810708&dec=-17.7553417,https://skyserver.sdss.org/dr18/SkyServerWS/ImgCutout/getjpeg?ra=311.9810708&dec=-17.7553417&scale=0.4&width=512&height=512&opt=GL,"<a href=""data/products/latest/pages/SN2024rrg_0233.html"">Open observing page</a>","<a href=""data/products/latest/altitude_airmass/SN2024rrg_0233_altitude_airmass.png"">Altitude/airmass plot</a>","<a href=""data/products/latest/sky_path/SN2024rrg_0233_sky_path.png"">Sky-path plot</a>","<a href=""https://simbad.cds.unistra.fr/simbad/sim-coo?Coord=311.9810708+-17.7553417&amp;CooFrame=ICRS&amp;Radius=2&amp;Radius.unit=arcmin"">SIMBAD</a>","<a href=""https://skyserver.sdss.org/dr18/VisualTools/navi?ra=311.9810708&amp;dec=-17.7553417"">SDSS Navigate</a>","<a href=""https://skyserver.sdss.org/dr18/SkyServerWS/ImgCutout/getjpeg?ra=311.9810708&amp;dec=-17.7553417&amp;scale=0.4&amp;width=512&amp;height=512&amp;opt=GL"">SDSS finding chart</a>"
AT2025myr,313.85566666666665,-23.813794444444444,,,32.599768122932225,1.851700072264964,1.5678391959798716,True,2026-06-07T09:29:32.864,2026-06-07T11:00:00.000,2026-06-07T10:41:54.573,0.6229701234982596,42.927900941358125,4.402010050251178,19.622064410303423,24.21215805832782,121.7571860005242,0.4453065949012901,Prime,Secondary,data/products/latest/pages/AT2025myr_0234.html,data/products/latest/altitude_airmass/AT2025myr_0234_altitude_airmass.png,data/products/latest/sky_path/AT2025myr_0234_sky_path.png,https://simbad.cds.unistra.fr/simbad/sim-coo?Coord=313.8556667+-23.8137944&CooFrame=ICRS&Radius=2&Radius.unit=arcmin,https://skyserver.sdss.org/dr18/VisualTools/navi?ra=313.8556667&dec=-23.8137944,https://skyserver.sdss.org/dr18/SkyServerWS/ImgCutout/getjpeg?ra=313.8556667&dec=-23.8137944&scale=0.4&width=512&height=512&opt=GL,"<a href=""data/products/latest/pages/AT2025myr_0234.html"">Open observing page</a>","<a href=""data/products/latest/altitude_airmass/AT2025myr_0234_altitude_airmass.png"">Altitude/airmass plot</a>","<a href=""data/products/latest/sky_path/AT2025myr_0234_sky_path.png"">Sky-path plot</a>","<a href=""https://simbad.cds.unistra.fr/simbad/sim-coo?Coord=313.8556667+-23.8137944&amp;CooFrame=ICRS&amp;Radius=2&amp;Radius.unit=arcmin"">SIMBAD</a>","<a href=""https://skyserver.sdss.org/dr18/VisualTools/navi?ra=313.8556667&amp;dec=-23.8137944"">SDSS Navigate</a>","<a href=""https://skyserver.sdss.org/dr18/SkyServerWS/ImgCutout/getjpeg?ra=313.8556667&amp;dec=-23.8137944&amp;scale=0.4&amp;width=512&amp;height=512&amp;opt=GL"">SDSS finding chart</a>"
AT2025nzj,313.88893749999994,-18.68621388888889,,,37.72701523664056,1.631476775968148,2.412060301507495,True,2026-06-07T08:38:53.668,2026-06-07T11:00:00.000,2026-06-07T10:41:54.573,0.6229701234982596,42.927900941358125,4.402010050251178,17.40514602333409,22.19640951456603,121.7239153919474,0.444989732162123,Prime,Secondary,data/products/latest/pages/AT2025nzj_0235.html,data/products/latest/altitude_airmass/AT2025nzj_0235_altitude_airmass.png,data/products/latest/sky_path/AT2025nzj_0235_sky_path.png,https://simbad.cds.unistra.fr/simbad/sim-coo?Coord=313.8889375+-18.6862139&CooFrame=ICRS&Radius=2&Radius.unit=arcmin,https://skyserver.sdss.org/dr18/VisualTools/navi?ra=313.8889375&dec=-18.6862139,https://skyserver.sdss.org/dr18/SkyServerWS/ImgCutout/getjpeg?ra=313.8889375&dec=-18.6862139&scale=0.4&width=512&height=512&opt=GL,"<a href=""data/products/latest/pages/AT2025nzj_0235.html"">Open observing page</a>","<a href=""data/products/latest/altitude_airmass/AT2025nzj_0235_altitude_airmass.png"">Altitude/airmass plot</a>","<a href=""data/products/latest/sky_path/AT2025nzj_0235_sky_path.png"">Sky-path plot</a>","<a href=""https://simbad.cds.unistra.fr/simbad/sim-coo?Coord=313.8889375+-18.6862139&amp;CooFrame=ICRS&amp;Radius=2&amp;Radius.unit=arcmin"">SIMBAD</a>","<a href=""https://skyserver.sdss.org/dr18/VisualTools/navi?ra=313.8889375&amp;dec=-18.6862139"">SDSS Navigate</a>","<a href=""https://skyserver.sdss.org/dr18/SkyServerWS/ImgCutout/getjpeg?ra=313.8889375&amp;dec=-18.6862139&amp;scale=0.4&amp;width=512&amp;height=512&amp;opt=GL"">SDSS finding chart</a>"
AT2024ufx,313.9914958333333,-15.491499999999998,,,40.92167625750672,1.5244948852699278,2.713567839195932,True,2026-06-07T08:20:48.241,2026-06-07T11:00:00.000,2026-06-07T10:41:54.573,0.6229701234982596,42.927900941358125,4.402010050251178,16.58340842386838,21.36315439279049,121.62135220385436,0.4440129385801448,Prime,Secondary,data/products/latest/pages/AT2024ufx_0236.html,data/products/latest/altitude_airmass/AT2024ufx_0236_altitude_airmass.png,data/products/latest/sky_path/AT2024ufx_0236_sky_path.png,https://simbad.cds.unistra.fr/simbad/sim-coo?Coord=313.9914958+-15.4915000&CooFrame=ICRS&Radius=2&Radius.unit=arcmin,https://skyserver.sdss.org/dr18/VisualTools/navi?ra=313.9914958&dec=-15.4915000,https://skyserver.sdss.org/dr18/SkyServerWS/ImgCutout/getjpeg?ra=313.9914958&dec=-15.4915000&scale=0.4&width=512&height=512&opt=GL,"<a href=""data/products/latest/pages/AT2024ufx_0236.html"">Open observing page</a>","<a href=""data/products/latest/altitude_airmass/AT2024ufx_0236_altitude_airmass.png"">Altitude/airmass plot</a>","<a href=""data/products/latest/sky_path/AT2024ufx_0236_sky_path.png"">Sky-path plot</a>","<a href=""https://simbad.cds.unistra.fr/simbad/sim-coo?Coord=313.9914958+-15.4915000&amp;CooFrame=ICRS&amp;Radius=2&amp;Radius.unit=arcmin"">SIMBAD</a>","<a href=""https://skyserver.sdss.org/dr18/VisualTools/navi?ra=313.9914958&amp;dec=-15.4915000"">SDSS Navigate</a>","<a href=""https://skyserver.sdss.org/dr18/SkyServerWS/ImgCutout/getjpeg?ra=313.9914958&amp;dec=-15.4915000&amp;scale=0.4&amp;width=512&amp;height=512&amp;opt=GL"">SDSS finding chart</a>"
AT2025mjl,314.1501875,-25.11688333333333,,,31.297034201774405,1.9200292446556253,1.2060301507537474,True,2026-06-07T09:51:15.377,2026-06-07T11:00:00.000,2026-06-07T10:41:54.573,0.6229701234982596,42.927900941358125,4.402010050251178,20.123387861346163,24.6237155765717,121.46266422332076,0.44250162271854,Prime,Secondary,data/products/latest/pages/AT2025mjl_0237.html,data/products/latest/altitude_airmass/AT2025mjl_0237_altitude_airmass.png,data/products/latest/sky_path/AT2025mjl_0237_sky_path.png,https://simbad.cds.unistra.fr/simbad/sim-coo?Coord=314.1501875+-25.1168833&CooFrame=ICRS&Radius=2&Radius.unit=arcmin,https://skyserver.sdss.org/dr18/VisualTools/navi?ra=314.1501875&dec=-25.1168833,https://skyserver.sdss.org/dr18/SkyServerWS/ImgCutout/getjpeg?ra=314.1501875&dec=-25.1168833&scale=0.4&width=512&height=512&opt=GL,"<a href=""data/products/latest/pages/AT2025mjl_0237.html"">Open observing page</a>","<a href=""data/products/latest/altitude_airmass/AT2025mjl_0237_altitude_airmass.png"">Altitude/airmass plot</a>","<a href=""data/products/latest/sky_path/AT2025mjl_0237_sky_path.png"">Sky-path plot</a>","<a href=""https://simbad.cds.unistra.fr/simbad/sim-coo?Coord=314.1501875+-25.1168833&amp;CooFrame=ICRS&amp;Radius=2&amp;Radius.unit=arcmin"">SIMBAD</a>","<a href=""https://skyserver.sdss.org/dr18/VisualTools/navi?ra=314.1501875&amp;dec=-25.1168833"">SDSS Navigate</a>","<a href=""https://skyserver.sdss.org/dr18/SkyServerWS/ImgCutout/getjpeg?ra=314.1501875&amp;dec=-25.1168833&amp;scale=0.4&amp;width=512&amp;height=512&amp;opt=GL"">SDSS finding chart</a>"
PGC_920875,314.6947798,-14.7180497,13.67,15.87,41.696129238481966,1.5013129002251957,2.773869346733619,True,2026-06-07T08:17:11.156,2026-06-07T11:00:00.000,2026-06-07T10:45:31.658,0.6229701234982596,42.927900941358125,4.402010050251178,15.81579704844067,20.575023791018797,120.91807055581558,0.4373150179394975,Prime,Secondary,data/products/latest/pages/PGC_920875_0238.html,data/products/latest/altitude_airmass/PGC_920875_0238_altitude_airmass.png,data/products/latest/sky_path/PGC_920875_0238_sky_path.png,https://simbad.cds.unistra.fr/simbad/sim-coo?Coord=314.6947798+-14.7180497&CooFrame=ICRS&Radius=2&Radius.unit=arcmin,https://skyserver.sdss.org/dr18/VisualTools/navi?ra=314.6947798&dec=-14.7180497,https://skyserver.sdss.org/dr18/SkyServerWS/ImgCutout/getjpeg?ra=314.6947798&dec=-14.7180497&scale=0.4&width=512&height=512&opt=GL,"<a href=""data/products/latest/pages/PGC_920875_0238.html"">Open observing page</a>","<a href=""data/products/latest/altitude_airmass/PGC_920875_0238_altitude_airmass.png"">Altitude/airmass plot</a>","<a href=""data/products/latest/sky_path/PGC_920875_0238_sky_path.png"">Sky-path plot</a>","<a href=""https://simbad.cds.unistra.fr/simbad/sim-coo?Coord=314.6947798+-14.7180497&amp;CooFrame=ICRS&amp;Radius=2&amp;Radius.unit=arcmin"">SIMBAD</a>","<a href=""https://skyserver.sdss.org/dr18/VisualTools/navi?ra=314.6947798&amp;dec=-14.7180497"">SDSS Navigate</a>","<a href=""https://skyserver.sdss.org/dr18/SkyServerWS/ImgCutout/getjpeg?ra=314.6947798&amp;dec=-14.7180497&amp;scale=0.4&amp;width=512&amp;height=512&amp;opt=GL"">SDSS finding chart</a>"
AT2025lyx,314.8927625,-17.74207777777778,,,38.6729802621297,1.5977495111328717,2.412060301507495,True,2026-06-07T08:38:53.668,2026-06-07T11:00:00.000,2026-06-07T10:45:31.658,0.6229701234982596,42.927900941358125,4.402010050251178,16.214337933404792,21.013709722128347,120.72008930191453,0.4354294808722703,Prime,Secondary,data/products/latest/pages/AT2025lyx_0239.html,data/products/latest/altitude_airmass/AT2025lyx_0239_altitude_airmass.png,data/products/latest/sky_path/AT2025lyx_0239_sky_path.png,https://simbad.cds.unistra.fr/simbad/sim-coo?Coord=314.8927625+-17.7420778&CooFrame=ICRS&Radius=2&Radius.unit=arcmin,https://skyserver.sdss.org/dr18/VisualTools/navi?ra=314.8927625&dec=-17.7420778,https://skyserver.sdss.org/dr18/SkyServerWS/ImgCutout/getjpeg?ra=314.8927625&dec=-17.7420778&scale=0.4&width=512&height=512&opt=GL,"<a href=""data/products/latest/pages/AT2025lyx_0239.html"">Open observing page</a>","<a href=""data/products/latest/altitude_airmass/AT2025lyx_0239_altitude_airmass.png"">Altitude/airmass plot</a>","<a href=""data/products/latest/sky_path/AT2025lyx_0239_sky_path.png"">Sky-path plot</a>","<a href=""https://simbad.cds.unistra.fr/simbad/sim-coo?Coord=314.8927625+-17.7420778&amp;CooFrame=ICRS&amp;Radius=2&amp;Radius.unit=arcmin"">SIMBAD</a>","<a href=""https://skyserver.sdss.org/dr18/VisualTools/navi?ra=314.8927625&amp;dec=-17.7420778"">SDSS Navigate</a>","<a href=""https://skyserver.sdss.org/dr18/SkyServerWS/ImgCutout/getjpeg?ra=314.8927625&amp;dec=-17.7420778&amp;scale=0.4&amp;width=512&amp;height=512&amp;opt=GL"">SDSS finding chart</a>"
AT2025njd,315.2529791666666,-14.847091666666667,,,41.56697969579793,1.50511082421676,2.713567839195932,True,2026-06-07T08:20:48.241,2026-06-07T11:00:00.000,2026-06-07T10:45:31.658,0.6229701234982596,42.927900941358125,4.402010050251178,15.293401049673104,20.05951140681684,120.35987318708776,0.4319988530594812,Prime,Secondary,data/products/latest/pages/AT2025njd_0240.html,data/products/latest/altitude_airmass/AT2025njd_0240_altitude_airmass.png,data/products/latest/sky_path/AT2025njd_0240_sky_path.png,https://simbad.cds.unistra.fr/simbad/sim-coo?Coord=315.2529792+-14.8470917&CooFrame=ICRS&Radius=2&Radius.unit=arcmin,https://skyserver.sdss.org/dr18/VisualTools/navi?ra=315.2529792&dec=-14.8470917,https://skyserver.sdss.org/dr18/SkyServerWS/ImgCutout/getjpeg?ra=315.2529792&dec=-14.8470917&scale=0.4&width=512&height=512&opt=GL,"<a href=""data/products/latest/pages/AT2025njd_0240.html"">Open observing page</a>","<a href=""data/products/latest/altitude_airmass/AT2025njd_0240_altitude_airmass.png"">Altitude/airmass plot</a>","<a href=""data/products/latest/sky_path/AT2025njd_0240_sky_path.png"">Sky-path plot</a>","<a href=""https://simbad.cds.unistra.fr/simbad/sim-coo?Coord=315.2529792+-14.8470917&amp;CooFrame=ICRS&amp;Radius=2&amp;Radius.unit=arcmin"">SIMBAD</a>","<a href=""https://skyserver.sdss.org/dr18/VisualTools/navi?ra=315.2529792&amp;dec=-14.8470917"">SDSS Navigate</a>","<a href=""https://skyserver.sdss.org/dr18/SkyServerWS/ImgCutout/getjpeg?ra=315.2529792&amp;dec=-14.8470917&amp;scale=0.4&amp;width=512&amp;height=512&amp;opt=GL"">SDSS finding chart</a>"
AT2024qii,315.26187916666663,-15.271119444444444,,,41.14294471935345,1.517770774775563,2.6532663316582443,True,2026-06-07T08:24:25.327,2026-06-07T11:00:00.000,2026-06-07T10:45:31.658,0.6229701234982596,42.927900941358125,4.402010050251178,15.339782783525374,20.118776292313477,120.350968208607,0.4319140436451248,Prime,Secondary,data/products/latest/pages/AT2024qii_0241.html,data/products/latest/altitude_airmass/AT2024qii_0241_altitude_airmass.png,data/products/latest/sky_path/AT2024qii_0241_sky_path.png,https://simbad.cds.unistra.fr/simbad/sim-coo?Coord=315.2618792+-15.2711194&CooFrame=ICRS&Radius=2&Radius.unit=arcmin,https://skyserver.sdss.org/dr18/VisualTools/navi?ra=315.2618792&dec=-15.2711194,https://skyserver.sdss.org/dr18/SkyServerWS/ImgCutout/getjpeg?ra=315.2618792&dec=-15.2711194&scale=0.4&width=512&height=512&opt=GL,"<a href=""data/products/latest/pages/AT2024qii_0241.html"">Open observing page</a>","<a href=""data/products/latest/altitude_airmass/AT2024qii_0241_altitude_airmass.png"">Altitude/airmass plot</a>","<a href=""data/products/latest/sky_path/AT2024qii_0241_sky_path.png"">Sky-path plot</a>","<a href=""https://simbad.cds.unistra.fr/simbad/sim-coo?Coord=315.2618792+-15.2711194&amp;CooFrame=ICRS&amp;Radius=2&amp;Radius.unit=arcmin"">SIMBAD</a>","<a href=""https://skyserver.sdss.org/dr18/VisualTools/navi?ra=315.2618792&amp;dec=-15.2711194"">SDSS Navigate</a>","<a href=""https://skyserver.sdss.org/dr18/SkyServerWS/ImgCutout/getjpeg?ra=315.2618792&amp;dec=-15.2711194&amp;scale=0.4&amp;width=512&amp;height=512&amp;opt=GL"">SDSS finding chart</a>"
AT2025mjo,315.34681249999994,-18.657705555555555,,,37.756776650719125,1.630387265942688,2.29145728643212,True,2026-06-07T08:46:07.839,2026-06-07T11:00:00.000,2026-06-07T10:49:08.744,0.6229701234982596,42.927900941358125,4.402010050251178,16.090442474673754,20.8734410403718,120.26603919492491,0.4311051938856768,Prime,Secondary,data/products/latest/pages/AT2025mjo_0242.html,data/products/latest/altitude_airmass/AT2025mjo_0242_altitude_airmass.png,data/products/latest/sky_path/AT2025mjo_0242_sky_path.png,https://simbad.cds.unistra.fr/simbad/sim-coo?Coord=315.3468125+-18.6577056&CooFrame=ICRS&Radius=2&Radius.unit=arcmin,https://skyserver.sdss.org/dr18/VisualTools/navi?ra=315.3468125&dec=-18.6577056,https://skyserver.sdss.org/dr18/SkyServerWS/ImgCutout/getjpeg?ra=315.3468125&dec=-18.6577056&scale=0.4&width=512&height=512&opt=GL,"<a href=""data/products/latest/pages/AT2025mjo_0242.html"">Open observing page</a>","<a href=""data/products/latest/altitude_airmass/AT2025mjo_0242_altitude_airmass.png"">Altitude/airmass plot</a>","<a href=""data/products/latest/sky_path/AT2025mjo_0242_sky_path.png"">Sky-path plot</a>","<a href=""https://simbad.cds.unistra.fr/simbad/sim-coo?Coord=315.3468125+-18.6577056&amp;CooFrame=ICRS&amp;Radius=2&amp;Radius.unit=arcmin"">SIMBAD</a>","<a href=""https://skyserver.sdss.org/dr18/VisualTools/navi?ra=315.3468125&amp;dec=-18.6577056"">SDSS Navigate</a>","<a href=""https://skyserver.sdss.org/dr18/SkyServerWS/ImgCutout/getjpeg?ra=315.3468125&amp;dec=-18.6577056&amp;scale=0.4&amp;width=512&amp;height=512&amp;opt=GL"">SDSS finding chart</a>"
AT2025nhc,315.5802958333333,-15.120172222222225,,,41.29561412156042,1.513178769807367,2.6532663316582443,True,2026-06-07T08:24:25.327,2026-06-07T11:00:00.000,2026-06-07T10:49:08.744,0.6229701234982596,42.927900941358125,4.402010050251178,15.014402788276852,19.790517818989784,120.03255673162448,0.4288815535184773,Prime,Secondary,data/products/latest/pages/AT2025nhc_0243.html,data/products/latest/altitude_airmass/AT2025nhc_0243_altitude_airmass.png,data/products/latest/sky_path/AT2025nhc_0243_sky_path.png,https://simbad.cds.unistra.fr/simbad/sim-coo?Coord=315.5802958+-15.1201722&CooFrame=ICRS&Radius=2&Radius.unit=arcmin,https://skyserver.sdss.org/dr18/VisualTools/navi?ra=315.5802958&dec=-15.1201722,https://skyserver.sdss.org/dr18/SkyServerWS/ImgCutout/getjpeg?ra=315.5802958&dec=-15.1201722&scale=0.4&width=512&height=512&opt=GL,"<a href=""data/products/latest/pages/AT2025nhc_0243.html"">Open observing page</a>","<a href=""data/products/latest/altitude_airmass/AT2025nhc_0243_altitude_airmass.png"">Altitude/airmass plot</a>","<a href=""data/products/latest/sky_path/AT2025nhc_0243_sky_path.png"">Sky-path plot</a>","<a href=""https://simbad.cds.unistra.fr/simbad/sim-coo?Coord=315.5802958+-15.1201722&amp;CooFrame=ICRS&amp;Radius=2&amp;Radius.unit=arcmin"">SIMBAD</a>","<a href=""https://skyserver.sdss.org/dr18/VisualTools/navi?ra=315.5802958&amp;dec=-15.1201722"">SDSS Navigate</a>","<a href=""https://skyserver.sdss.org/dr18/SkyServerWS/ImgCutout/getjpeg?ra=315.5802958&amp;dec=-15.1201722&amp;scale=0.4&amp;width=512&amp;height=512&amp;opt=GL"">SDSS finding chart</a>"
AT2024qpa,315.6153,10.134169444444444,,,66.54748992048374,1.089507773395261,4.281407035175803,True,2026-06-07T06:46:44.020,2026-06-07T11:00:00.000,2026-06-07T10:49:08.744,0.6229701234982596,42.927900941358125,4.402010050251178,27.263418063275736,28.92267312009299,119.99754734287524,0.4285481306490754,Secondary,Secondary,data/products/latest/pages/AT2024qpa_0244.html,data/products/latest/altitude_airmass/AT2024qpa_0244_altitude_airmass.png,data/products/latest/sky_path/AT2024qpa_0244_sky_path.png,https://simbad.cds.unistra.fr/simbad/sim-coo?Coord=315.6153000+10.1341694&CooFrame=ICRS&Radius=2&Radius.unit=arcmin,https://skyserver.sdss.org/dr18/VisualTools/navi?ra=315.6153000&dec=10.1341694,https://skyserver.sdss.org/dr18/SkyServerWS/ImgCutout/getjpeg?ra=315.6153000&dec=10.1341694&scale=0.4&width=512&height=512&opt=GL,"<a href=""data/products/latest/pages/AT2024qpa_0244.html"">Open observing page</a>","<a href=""data/products/latest/altitude_airmass/AT2024qpa_0244_altitude_airmass.png"">Altitude/airmass plot</a>","<a href=""data/products/latest/sky_path/AT2024qpa_0244_sky_path.png"">Sky-path plot</a>","<a href=""https://simbad.cds.unistra.fr/simbad/sim-coo?Coord=315.6153000+10.1341694&amp;CooFrame=ICRS&amp;Radius=2&amp;Radius.unit=arcmin"">SIMBAD</a>","<a href=""https://skyserver.sdss.org/dr18/VisualTools/navi?ra=315.6153000&amp;dec=10.1341694"">SDSS Navigate</a>","<a href=""https://skyserver.sdss.org/dr18/SkyServerWS/ImgCutout/getjpeg?ra=315.6153000&amp;dec=10.1341694&amp;scale=0.4&amp;width=512&amp;height=512&amp;opt=GL"">SDSS finding chart</a>"
